,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,Mean
rocket,24.629,24.764,24.51,24.698,25.135,25.041,23.675,24.184,24.459,23.294,24.62,24.045,23.638,25.14,24.871,22.905,24.036,22.95,25.329,24.826,24.036,23.493,25.142,23.116,25.306,24.534,24.039,24.626,24.913,24.539,24.732,23.41,24.615,24.386,23.645,24.626,24.253,24.512,24.505,22.955,24.303,24.104,23.713,24.398,24.847,24.85,24.239,25.141,24.577,25.058,24.829,24.595,24.508,24.554,23.615,24.695,23.82,24.084,24.141,24.614,23.546,24.319,23.521,24.93,23.059,25.333,23.093,25.119,23.025,24.902,25.49,23.592,24.807,22.86,24.01,23.751,24.469,24.322,24.871,25.06,23.087,24.615,24.941,24.714,24.7,23.975,23.61,23.637,24.749,23.852,23.113,23.485,25.187,24.439,23.142,24.594,25.208,23.697,23.887,23.777,24.954,23.449,24.019,24.641,24.866,24.606,24.131,25.108,23.472,23.523,22.922,24.784,24.299,23.022,23.651,24.611,24.848,24.668,24.605,25.379,24.436,24.506,24.617,23.451,25.443,24.639,25.149,24.371,25.315,24.563,25.024,24.872,25.137,22.959,24.611,23.648,23.288,23.771,25.106,23.144,24.308,23.693,25.522,24.087,23.387,23.525,25.699,24.403,25.533,23.558,24.562,24.666,23.165,24.849,24.426,22.837,23.384,23.435,25.202,24.772,23.158,23.426,25.037,23.473,23.858,24.005,24.225,24.412,23.19,23.729,25.337,25.404,24.237,24.866,24.57,24.866,22.895,24.565,23.459,25.472,23.638,24.458,24.4,24.57,24.179,23.777,22.652,23.188,22.85,23.265,25.203,23.621,24.626,25.474,24.474,24.127,24.766,25.229,23.576,23.199,24.25691
fox,22.652,22.307,22.855,22.871,22.777,22.559,23.166,21.894,22.97,23.834,22.215,22.709,23.314,22.951,22.869,23.125,23.082,22.728,21.976,22.086,21.831,22.163,22.228,22.079,22.417,23.713,22.805,23.877,22.629,22.208,22.887,23.588,22.359,22.281,22.533,22.512,22.234,22.158,21.813,22.002,22.32,23.874,23.028,22.448,23.719,22.996,22.154,21.972,22.024,22.791,21.62,21.809,22.745,22.086,23.056,22.841,22.512,22.885,22.643,24.059,21.321,21.944,22.711,23.261,22.378,21.688,22.337,21.759,24.544,23.692,22.199,22.319,23.036,22.74,22.41,22.261,23.625,22.712,23.005,21.927,22.345,22.275,21.802,21.636,22.193,22.855,22.255,21.282,22.18,22.109,21.876,22.99,22.786,22.489,21.836,22.268,22.974,22.158,22.41,22.205,23.013,23.844,22.915,22.054,23.79,21.945,22.177,22.743,24.026,22.936,22.67,22.098,21.846,22.269,21.515,23.032,23.497,24.056,21.773,22.376,22.299,21.747,22.526,23.032,22.262,21.906,22.319,22.224,22.441,22.248,22.192,23.211,22.277,22.126,22.816,22.234,22.827,22.707,23.816,23.814,21.821,22.939,22.452,23.191,21.902,22.848,23.479,21.61,22.237,23.108,21.95,22.912,22.265,22.818,22.861,22.885,22.852,22.204,22.254,22.847,22.259,22.321,22.93,22.441,22.265,21.484,22.083,22.348,23.068,22.804,22.915,22.952,22.987,22.432,23.068,22.383,22.13,24.11,23.018,21.863,22.511,22.891,23.169,20.984,22.909,21.979,22.275,23.173,22.542,21.912,22.88,22.746,22.945,23.115,21.914,23.635,23.061,23.216,23.987,24.19,22.602805
squirrel,21.529,22.299,21.422,22.481,22.145,22.351,22.415,23.724,22.325,23.157,22.392,21.188,22.762,22.259,22.306,22.716,22.597,22.454,22.533,21.954,21.675,22.01,22.381,23.1,23.966,22.475,24.046,23.811,22.529,21.35,23.231,22.336,22.299,23.971,24.071,24.333,22.597,22.164,23.874,22.367,22.621,22.297,22.953,22.676,22.202,22.693,23.173,22.411,22.715,22.329,23.821,22.617,22.378,22.374,22.508,22.371,21.429,22.504,22.376,22.26,23.648,22.459,22.07,22.786,22.293,22.68,22.564,21.453,22.14,22.686,24.434,22.588,22.659,22.405,22.102,24.499,22.211,22.607,22.363,22.148,24.069,22.293,23.826,22.242,22.382,21.955,22.03,22.215,23.033,21.473,22.841,21.563,22.762,22.998,21.765,21.826,21.907,22.324,21.444,21.189,23.106,22.722,22.464,22.353,21.393,22.61,22.462,22.538,22.169,22.478,22.28,21.978,22.071,23.032,22.2,21.268,22.262,21.946,22.536,22.341,22.36,22.937,22.591,22.454,22.577,22.442,22.182,21.927,22.604,22.521,22.429,22.49,22.176,22.014,23.975,22.211,23.108,22.931,22.224,22.908,22.602,22.105,22.436,22.246,22.917,22.845,22.292,21.804,22.77,23.269,22.451,22.397,22.712,22.208,22.799,22.364,22.519,22.933,22.328,23.928,21.816,22.587,22.905,21.919,22.39,22.143,22.009,22.926,22.27,22.1,22.014,23.033,22.996,21.626,22.237,22.532,21.623,22.468,22.371,22.785,21.534,22.382,22.051,22.168,22.553,22.585,22.748,22.656,22.238,22.548,22.473,24.335,21.741,22.227,22.856,24.19,22.015,23.033,22.299,21.327,22.505695
caterpillar,22.825,22.35,22.136,22.189,21.099,22.468,22.409,23.571,22.029,22.302,21.73,22.641,22.356,22.432,21.95,21.967,22.204,22.336,22.96,22.896,22.145,21.479,21.825,19.91,23.858,22.542,23.39,22.165,22.251,22.102,21.83,22.499,22.233,21.276,22.072,23.305,20.961,24.116,22.507,22.244,21.814,22.537,22.184,22.751,22.434,23.395,20.066,23.311,21.371,22.524,20.021,22.842,23.724,21.409,23.696,20.611,22.73,22.654,22.698,23.006,23.031,20.511,23.815,22.874,20.648,21.878,22.958,22.851,22.351,22.843,22.174,22,22.76,21.54,21.44,22.142,20.579,22.772,20.246,21.564,20.048,22.269,21.512,22.494,22.199,22.671,22.013,21.481,22.912,21.956,22.974,22.618,22.579,22.683,22.163,21.905,22.395,22.368,20.443,20.547,22.383,21.453,22.839,22.771,22.01,22.013,22.542,22.926,23.532,23.55,21.447,20.612,20.477,22.437,21.884,22.494,22.384,21.502,22.414,22.227,22.314,22.476,21.467,22.571,22.273,22.22,22.64,21.374,22.441,23.838,22.716,21.273,22.32,22.569,21.287,21.632,23.567,22.259,22.485,22.558,23.46,22.295,22.715,22.187,22.631,20.654,22.29,22.762,23.453,22.948,20.297,22.837,22.22,22.117,21.64,20.254,23.912,22.317,23.933,22.118,22.23,22.259,22.452,22.796,21.329,22.423,22.756,23.011,22.795,22.422,22.009,22.744,21.388,22.328,20.425,20.406,23.05,22.637,22.383,22.826,22.312,22.378,22.663,22.284,21.251,21.899,20.581,23.006,22.923,23.584,22.339,22.307,22.977,22.804,22.268,21.651,20.398,22.622,22.435,21.289,22.22201
bear,24.032,22.833,22.006,22.665,23.945,21.988,22.984,23.858,24.491,22.382,23.772,22.876,22.698,22.975,23.029,22.775,22.537,23.727,22.902,22.645,24.634,24.139,23.07,22.192,22.018,23.977,24.087,23.214,22.75,23.512,22.976,23.797,22.837,21.751,23.938,22.184,23.87,22.509,22.585,23.567,23.52,23.873,22.96,23.613,23.987,21.906,23.509,22.782,23.795,23.125,22.927,22.858,24.221,21.434,23.985,23.979,22.864,23.522,23.057,21.962,22.748,24.008,23.151,22.931,22.839,22.366,23.031,23.099,23.48,22.015,21.751,22.098,22.517,23.585,22.769,21.798,22.432,22.925,23.017,22.747,22.394,22.616,23.056,22.466,22.806,22.424,23.458,24.39,22.846,21.939,23.081,23.076,22.789,22.764,23.204,22.982,22.556,21.857,22.71,22.965,21.967,23.388,22.741,23.097,22.973,22.079,22.582,21.577,24.288,22.595,23.827,23.247,22.919,22.602,21.841,23.145,23.116,22.924,22.905,23.309,23.907,23.793,22.714,23.313,22.308,22.627,22.881,23.863,22.942,23.165,22.818,23.188,22.827,21.986,22.296,21.798,22.267,23.497,23.435,22.454,22.021,22.624,22.706,22.58,22.967,22.911,23.353,23.004,23.086,22.938,23.756,23.638,24.216,23.121,23.122,22.818,22.547,22.909,22.79,23.673,22.274,22.949,22.96,24.374,22.02,21.98,21.774,23.343,23.567,23.432,22.923,21.943,23.778,22.512,22.889,23.749,23.04,22.675,24.314,22.798,21.935,23.97,23.048,23.175,22.88,23.756,24.061,22.869,22.241,22.916,22.28,22.504,23.179,22.981,23.13,23.011,23.875,22.888,22.481,22.948,22.978475
cup,21.559,21.558,23.402,23.425,22.462,23.273,23.393,22.032,21.574,22.735,21.801,21.946,23.579,21.212,23.125,23.583,23.418,22.512,23.808,22.999,23.543,19.576,21.342,22.94,22.826,23.437,23.179,23.464,22.354,21.745,23.467,22.756,22.372,23.643,23.098,21.436,21.682,23.422,21.662,21.585,21.697,24.591,22.806,20.924,24.592,23.198,25.093,23.281,23.098,22.792,23.19,21.29,22.552,24.252,21.381,21.915,21.977,23.592,22.341,23.861,23.49,24.606,23.564,23.784,23.552,24.349,23.184,22.287,23.055,23.415,24.233,24.748,22.726,24.023,23.452,21.923,23.974,22.525,22.102,21.532,22.156,22.288,22.844,23.198,23.008,21.925,22.285,23.831,23.025,22.994,22.981,22.742,20.48,23.911,24.277,22.093,23.358,22.17,23.213,23.673,23.229,20.785,23.44,23.699,24.185,23.741,23.237,20.204,24.915,21.014,23.771,22.797,22.768,24.674,23.203,23.828,22.443,23.453,22.621,20.932,23.132,23.282,23.515,24.197,23.356,22.308,20.269,21.254,23.809,21.079,23.144,23.281,23.426,22.899,23.19,23.341,23.439,24.221,22.89,22.47,21.592,21.867,24.503,22.54,23.195,21.481,23.667,23.186,22.539,21.79,21.142,23.226,22.924,23.291,23.494,20.92,24.032,24.587,21.767,23.344,23.377,20.82,24.596,21.758,23.868,23.473,21.548,22.433,21.978,20.366,23.426,22.58,23.531,23.249,22.89,24.146,24.376,21.612,23.367,23.429,23.339,22.775,22.674,24.089,21.204,22.431,23.697,24.057,23.548,22.157,24.037,24.703,23.91,23.441,23.176,23.28,21.023,22.273,24.153,21.569,22.876055
forest,22.903,22.322,22.886,23.874,22.796,22.485,22.97,23.044,22.155,22.193,22.937,22.237,22.063,22.775,22.916,21.859,22.913,22.677,23.714,22.989,22.95,22.839,22.805,23.246,22.421,22.808,22.875,22.752,22.64,22.979,22.944,22.641,20.258,23.232,21.578,20.615,22.842,20.223,22.956,22.518,23.178,22.16,20.394,23.618,22.959,22.333,23.211,21.967,22.365,22.991,22.671,23.528,23.82,22.69,23.135,23.057,20.243,23.28,21.911,21.366,22.863,22.768,22.198,23.063,22.783,22.878,23.353,22.282,23.19,23.495,22.235,22.989,22.76,22.724,20.475,22.208,22.901,22.569,23.709,23.015,22.627,21.328,20.272,20.164,22.347,22.316,22.837,21.49,22.447,22.645,22.961,20.281,22.508,23.241,22.874,22.968,23.09,23.717,22.24,22.334,22.637,22.498,21.911,22.79,23.03,22.959,22.979,21.908,22.37,20.465,22.552,23.807,23.027,22.464,21.98,20.291,23.283,20.886,20.264,23.316,23.288,22.802,23.034,22.483,22.385,23.038,20.2,22.768,23.158,22.064,22.964,22.96,22.849,23.122,22.351,20.283,23.016,22.936,20.29,22.582,22.544,21.756,22.804,23.683,22.921,23.45,22.296,22.98,22.88,22.995,20.474,20.308,22.134,20.205,22.872,22.983,22.039,23.157,22.188,23.618,22.851,22.347,22.492,22.742,22.512,22.306,23.292,22.532,23.559,22.646,22.801,23.845,23.142,23.048,22.74,22.972,23.798,22.956,22.857,22.969,22.262,22.653,23.488,22.572,23.494,22.531,22.905,22.817,22.763,22.992,22.884,23.299,22.65,22.905,22.97,23.096,23.582,23.08,23.02,20.316,22.549075
snake,20.278,21.701,21.809,21.799,21.82,22.464,21.682,21.53,21.886,23.391,20.439,20.353,23.821,21.904,23.951,22.854,24.869,22.374,21.784,21.437,22.185,21.635,21.682,21.424,21.783,21.034,21.896,21.682,22.64,21.634,24.326,20.489,21.902,21.108,24.497,21.842,23.039,21.745,22.609,22.57,21.674,22.601,21.805,21.714,22.641,21.612,21.888,23.998,20.652,20.534,21.754,22.877,20.269,22.748,20.602,21.243,22.416,21.868,21.632,21.797,21.839,22.705,21.41,20.664,21.585,22.426,22.654,22.659,21.759,22.603,21.582,21.751,22.383,21.841,22.774,20.488,23.743,21.652,21.696,21.725,22.702,22.583,20.575,20.784,21.908,21.73,22.482,21.713,20.515,21.672,22.658,21.655,22.399,22.481,22.419,21.833,22.583,23.402,21.494,22.459,22.55,23.939,21.765,21.669,23.988,20.61,21.6,21.726,21.49,21.59,21.692,21.766,21.667,21.514,22.008,21.732,21.883,24.655,21.937,22.695,21.726,22.461,21.294,21.777,21.793,21.866,21.867,21.142,22.668,21.896,22.853,22.589,22.533,22.627,22.637,24.014,21.492,22.442,21.73,22.43,20.432,22.653,20.346,21.938,21.519,21.837,22.476,24.105,22.506,22.478,22.578,21.849,21.776,22.42,24.399,20.536,21.894,24.056,21.544,21.59,21.701,24.247,21.704,21.633,21.735,21.457,22.516,20.718,22.755,21.657,22.722,20.769,22.437,22.806,22.736,24.43,21.692,22.444,21.904,22.102,24.056,21.094,21.672,21.669,21.815,20.585,22.681,22.81,22.679,21.604,21.715,20.187,23.718,21.96,22.421,22.369,21.681,22.819,22.365,22.512,22.080005
snail,21.981,22.002,20.643,22.206,23.007,21.794,22.826,22.344,21.82,22.49,20.553,22.042,20.662,22.139,22.052,21.649,23.201,21.667,21.944,20.448,22.558,20.765,21.23,21.651,23.036,22.08,22.041,21.663,23.975,22.418,22.703,21.4,22.931,23.032,21.283,21.704,21.141,22.644,22.76,21.276,21.765,21.659,21.33,23.107,20.396,22.323,21.899,21.973,22.105,22.289,21.175,21.752,22.665,22.504,20.609,21.737,21.253,21.819,23.601,22.762,21.421,22.711,20.346,21.756,22.182,22.27,21.248,21.824,21.357,21.445,22.517,22.363,21.799,22.771,22.356,22.109,23.024,22.15,20.654,22.505,22.884,22.696,22.634,21.863,22.479,22.171,22.811,22.559,22.254,21.171,21.809,22.553,22.13,22.839,21.421,22.51,20.372,21.769,22.663,22.635,20.771,23.242,21.474,22.591,20.9,22.507,22.729,22.506,23.131,22.179,21.41,21.576,22.387,21.682,22.413,22.406,22.658,21.593,22.977,22.961,22.673,20.95,22.869,21.293,23.005,22.478,20.926,22.657,20.696,22.826,21.217,21.225,22.375,21.712,22.18,22.188,22.171,22.745,21.661,22.198,22.363,21.381,23.078,22.171,22.44,21.306,20.466,21.665,21.326,22.802,22.002,22.401,22.068,21.604,22.373,21.445,21.31,22.34,21.819,22.188,21.756,21.521,21.924,22.533,21.652,22.757,22.271,22.256,22.012,22.234,21.764,23.541,20.637,22.07,21.699,20.572,22.149,21.759,22.942,23.1,21.756,22.489,20.77,21.444,21.862,22.512,20.604,22.958,22.312,22.364,22.479,21.735,22.25,22.368,22.167,22.123,22.516,20.589,22.568,22.307,22.027615
bus,22.343,22.975,21.712,21.477,23.306,23.163,23.147,20.828,23.382,23.105,22.043,22.65,21.645,23.69,22.048,22.938,22.244,22.424,23.336,23.128,22.836,22.544,23.113,22.254,23.414,23.433,22.918,22.717,23.432,23.093,22.441,23.226,22.366,22.474,21.641,23.519,23.241,22.574,22.645,22.148,22.085,22.881,22.25,22.592,22.547,22.515,23.102,22.875,22.801,22.835,22.087,22.895,23.634,23.112,22.988,22.194,22.517,22.558,23.244,21.114,23.032,22.889,22.823,22.987,21.242,21.85,23.265,22.822,23.373,22.29,19.887,22.445,22.107,22.791,21.362,21.875,22.516,22.523,22.635,22.913,23.395,22.369,23.108,22.565,23.034,22.286,22.545,22.628,23.052,23.282,22.734,22.807,23.746,22.527,23.57,22.422,22.307,21.794,23.205,22.705,23.057,22.7,22.4,21.988,22.094,22.865,23.389,23.278,23.024,22.046,23.235,23.095,22.626,23.479,22.974,22.884,22.02,22.47,21.937,23.214,23.338,22.224,22.425,21.162,23.179,22.006,23.808,22.68,22.466,23.243,22.204,23.298,22.626,22.524,22.524,23.344,22.555,22.683,22.905,22.683,22.27,22.687,21.647,20.463,22.438,23.865,22.551,23.133,23.032,22.142,23.413,23.979,23.414,22.693,21.541,22.722,22.823,22.736,22.912,23.769,22.793,23.244,21.565,23.174,23.489,21.819,23.519,22.185,23.463,22.495,22.166,23.355,23.319,23.695,22.938,22.97,23.625,22.486,22.856,23.151,22.338,22.818,24.209,22.498,23.338,23.192,22.386,22.006,22.384,23.753,22.539,22.217,23.024,23.182,22.64,22.696,21.755,22.964,23.331,22.055,22.703305
bowl,22.617,24.054,23.003,23.363,23.589,22.9,22.343,22.864,22.874,21.95,21.424,21.667,24.505,23.201,22.711,22.761,24.234,22.489,21.56,22.2,22.145,23.578,24.097,22.231,22.038,22.535,22.981,21.504,23.594,22.562,22.079,23.468,23.522,23.603,22.521,23.496,20.336,22.34,24.483,21.411,22.537,24.552,22.175,23.472,22.744,22.226,21.806,23.267,25.438,22.858,22.81,22.065,23.071,22.781,21.835,24.927,26.791,23.89,22.027,22.5,22.912,23.396,23.75,22.628,22.435,23.394,22.191,23.397,21.343,24.353,22.801,21.613,22.402,21.546,24.622,22.672,24.621,24.554,22.335,24.382,22.001,24.284,22.185,22.692,22.462,22.528,23.636,22.641,22.768,24.501,22.16,23.299,23.717,22.6,24.172,23.934,22.583,22.445,21.697,23.862,22.339,24.47,23.382,25.607,23.906,24.426,23.55,23.181,26.105,22.501,24.513,22.886,22.665,22.396,22.894,23.086,20.784,22.642,22.631,26.038,23.683,24.35,24.039,24.014,22.723,24.175,23.269,23.234,23.986,22.754,24.471,22.938,20.863,23.476,21.263,22.893,21.852,24.448,22.763,25.054,23.977,24.645,22.079,21.303,22.13,23.762,22.627,23.456,25.869,24.145,20.141,24.143,24.033,23.129,22.553,23.49,24.902,24.42,24.548,22.502,23.985,24.275,21.862,24.612,22.326,24.376,24.114,24.388,22.031,23.101,22.95,24.144,21.38,21.502,23.511,22.725,21.901,23.345,21.893,22.12,23.532,25.786,23.074,25.168,22.253,24.041,22.261,24.563,23.816,24.965,24.385,21.741,22.681,23.08,23.93,22.205,22.366,23.581,22.611,23.776,23.152895
rose,22.483,21.911,21.948,23.573,22.604,22.765,22.455,21.228,21.829,22.583,22.256,22.57,20.506,22.268,22.01,22.07,22.088,22.346,21.326,22.484,22.817,22.872,22.302,22.187,21.682,22.486,20.224,21.71,21.396,22.544,20.878,22.504,21.551,21.156,23.698,21.859,20.135,22.108,20.714,21.704,22.605,22.176,23.027,21.913,22.555,21.902,20.804,22.037,23.077,23.44,22.25,23.139,21.868,20.333,21.593,20.414,22.232,21.471,20.755,21.946,23.675,21.849,22.67,21.405,22.285,21.673,22.808,21.51,21.679,21.725,21.753,22.589,22.692,23.67,21.621,21.562,21.1,20.228,20.869,21.296,22.365,22.188,22.562,22.594,23.118,23.155,21.783,23.375,23.2,21.841,21.795,22.429,23.605,22.002,22.067,23.339,22.088,23.164,22.093,21.637,22.369,22.346,22.416,21.453,21.6,22.872,22.165,21.788,21.538,20.363,21.267,23.29,23.105,21.232,20.999,22.741,22.944,22.114,21.984,22.552,21.819,22.199,21.454,22.722,21.703,21.261,20.739,21.718,21.693,21.953,20.238,22.843,21.989,21.586,21.77,20.423,22.398,22.033,22.118,23.28,20.98,21.707,21.759,21.581,22.14,22.162,21.562,21.157,20.863,21.771,21.805,21.451,21.767,21.074,22.363,21.702,22.939,23.579,23.637,20.618,22.389,21.845,22.003,21.469,21.768,20.661,22.32,21.305,22.31,20.836,21.012,20.78,20.943,21.564,21.694,22.359,20.697,22.938,22.15,21.582,21.597,21.255,22.183,22.859,22.495,22.047,22.358,21.168,21.89,22.783,21.849,22.074,21.478,22.099,20.065,21.178,21.547,22.476,20.534,22.99,21.95835
lizard,22.436,21.511,22.017,21.793,21.668,22.693,22.083,24.114,22.319,23.128,22.326,22.218,22.216,22.386,22.246,22.579,22.244,22.481,22.712,21.652,23.806,23.367,22.724,22.225,22.723,22.451,21.301,22.574,21.558,21.594,22.92,21.61,22.371,21.767,23.112,21.34,23.857,21.502,21.97,22.47,21.868,22.652,22.087,22.859,21.561,23.138,24.453,21.812,23.014,23.253,22.695,22.547,22.889,22.739,21.233,22.273,22.759,24.273,21.524,22.683,22.613,22.584,22.883,22.672,23.188,22.077,22.706,23.897,22.975,21.929,22.548,21.644,22.546,22.955,21.697,22.875,21.629,23.824,22.702,22.33,21.164,24.486,22.741,23.113,21.279,22.962,22.657,22.763,21.886,21.793,22.236,23.959,21.573,21.638,22.09,22.774,21.97,22.41,24.405,22.324,23.324,22.962,24.064,23.162,22.383,21.693,23.647,23.391,22.416,22.374,22.69,21.817,22.991,22.902,21.776,22.343,22.839,22.622,21.657,22.143,21.779,21.163,22.803,22.185,22.572,22.05,24.272,22.272,21.8,22.583,22.175,21.607,22.196,21.593,22.731,21.995,21.846,22.612,21.875,21.898,22.19,22.149,22.303,21.453,22.742,22.023,22.548,22.675,21.677,21.908,22.551,22.349,21.939,21.615,22.604,22.885,22.299,22.619,21.654,22.458,22.851,22.736,22.272,22.489,22.197,22.657,21.697,22.81,21.556,22.293,22.233,24.391,21.933,22.502,21.866,21.934,21.632,22.545,22.491,21.849,22.992,22.082,22.871,22.242,21.848,22.704,22.747,22.208,22.315,22.143,22.166,24.614,23.063,22.022,21.579,22.862,22.621,21.942,23.042,22.666,22.4419
possum,22.827,22.57,22.666,23.354,23.862,22.585,23.463,22.516,23.771,22.441,22.622,22.567,23.38,23.359,22.562,22.611,23.024,22.914,23.433,23.855,23.733,23.367,22.886,22.131,23.676,22.571,22.902,23.788,23.46,22.998,23.255,22.805,22.847,23.055,23.45,23.075,22.542,22.922,23.549,22.538,23.608,22.967,23.787,22.985,22.603,22.563,22.279,23.638,22.548,23.494,22.202,22.711,23.064,23.115,22.707,23.198,23.032,23.662,22.691,22.546,22.826,23.506,23.382,23.447,22.486,22.749,22.407,23.43,23.15,23.403,22.672,23.179,23.803,22.766,23.593,23.099,22.305,23.584,22.784,23.595,22.434,22.892,22.754,23.421,22.665,23.707,23.366,23.772,23.761,22.611,23.673,22.125,23.416,23.04,23.005,22.773,23.011,23.075,23.297,23.689,23.694,22.766,22.435,22.33,22.879,23.194,23.436,22.513,23.328,23.716,23.739,23.722,22.469,22.78,22.695,22.81,22.682,23.28,23.535,23.333,23.747,23.264,23.455,21.751,23.852,23.283,22.301,22.981,23.532,23.47,22.138,22.832,23.251,23.366,23.203,23.891,22.769,22.452,23.191,23.461,22.598,22.836,22.575,23.396,22.715,23.495,23.115,22.404,23.644,22.438,23.972,23.716,23.487,22.404,22.483,22.499,23.395,23.384,22.521,23.015,22.747,22.865,23.075,22.356,23.083,22.362,23.654,23.446,23.392,23.576,23.825,22.856,23.353,23.043,23.319,22.823,22.671,21.949,22.377,22.658,23.785,23.352,22.375,23.516,23.703,23.301,23.293,23.561,22.137,23.253,23.676,23.365,22.224,22.742,22.732,22.777,22.289,22.701,23.881,22.581,23.051385
shrew,23.151,21.993,23.167,22.223,22.187,22.619,22.163,23.691,21.764,22.122,23.385,23.624,22.073,23.194,23.367,21.932,23.314,23.089,21.84,23.604,22.104,22.036,23.168,22.78,21.833,22.139,24.04,22.774,24.01,23.764,23.134,21.952,23.47,23.331,23.131,23.428,22.932,23.22,22.715,21.824,23.762,21.727,22.912,23.794,23.926,23.629,22.071,23.783,23.234,22.122,22.596,23.045,23.482,23.423,21.772,22.952,24.008,21.856,23.607,22.705,21.994,21.503,22.063,24.107,23,23.767,23.593,22.028,21.74,22.81,21.77,23.134,23.444,22.871,24.043,23.433,23.143,23.198,22.086,21.893,21.993,23.379,23.66,23.253,21.749,23.322,23.499,22.869,21.661,23.272,21.915,23.16,22.057,22.866,23.358,23.346,22.878,23.437,22.021,23.621,23.028,23.662,23.117,22.879,23.46,21.997,22.048,22.102,22.051,23.458,23.274,22.7,21.531,23.124,23.887,23.369,23.74,23.133,23.368,22.099,23.776,23.58,23.221,21.892,21.776,23.298,23.392,22.904,23.68,21.73,21.87,23.816,23.951,24.084,22.15,22.914,21.791,23.494,22.914,22.003,23.275,21.994,21.711,21.787,22.906,21.836,23.593,23.142,23.787,22.786,21.511,23.088,23.057,23.623,21.717,22.94,23.316,24.114,23.557,23.373,22.556,23.658,23.046,23.551,23.522,23.618,23.99,22.116,23.803,23.324,23.662,23.321,23.381,24.21,22.854,23.391,23.403,21.999,21.745,23.21,21.739,23.713,22.147,23.095,22.781,23.377,23.415,23.343,23.672,23.232,21.848,24.138,21.758,22.793,23.751,23.78,23.131,22.869,23.259,22.447,22.918265
leopard,22.273,20.715,22.271,20.904,22.638,19.964,19.842,19.221,22.228,19.518,19.374,20.767,21.006,19.147,21.186,18.454,19.425,20.909,20.629,19.437,19.048,21.043,21.065,21.227,21.219,20.836,19.112,21.08,18.924,21.278,21.116,18.227,21.038,20.679,20.049,19.406,19.517,21.034,19.227,17.954,20.003,21.18,22.146,20.978,21.4,21.31,21.566,19.685,19.621,21.366,20.859,19.621,19.839,19.067,19.226,22.52,19.844,20.864,20.711,21.537,20.463,20.684,20.541,20.725,20.853,21.311,21.105,21.027,21.461,22.578,20.724,20.837,18.779,21.022,20.77,21.511,19.972,20.555,20.928,22.396,20.736,20.715,18.683,21.072,20.931,18.588,18.808,21.035,20.916,19.845,20.773,18.888,19.901,20.95,19.733,19.124,18.625,21.04,21.106,18.62,20.789,20.881,20.039,19.402,20.793,21.062,20.992,20.919,19.664,21.01,19.524,19.439,22.013,22.203,20.885,20.065,20.708,19.595,19.374,20.727,21.131,20.871,21.231,19.395,20.32,21.066,21.231,21.305,20.755,19.116,21.234,20.944,21.253,22.291,20.862,20.671,20.987,20.395,20.971,19.951,21.013,21.343,19.08,20.808,21.015,20.792,20.577,21.282,19.871,22.156,20.834,19.909,21.246,19.515,20.854,21.968,20.758,20.431,22.277,19.542,22.158,20.858,19.184,21.072,19.732,20.166,22.826,18.516,21.112,22.101,21.124,20.989,21.498,22.1,21.298,21.356,19.059,19.613,20.64,21.096,21.556,20.287,22.192,20.604,21.042,22.811,21.165,21.097,21.06,20.845,20.969,20.587,20.992,19.022,21.256,21.11,21.031,21.211,18.915,21.354,20.608
